state,year,drivers
Alabama,1949,860025
Alabama,1950,851269
Alabama,1951,1134257
Alabama,1952,1146065
Alabama,1953,1070963
Alabama,1954,1056683
Alabama,1955,1201515
Alabama,1956,1251081
Alabama,1957,1328498
Alabama,1958,1330957
Alabama,1959,1324005
Alabama,1960,1320922
Alabama,1961,1329688
Alabama,1962,1391528
Alabama,1963,1478420
Alabama,1964,1582565
Alabama,1965,1689539
Alabama,1966,1554168
Alabama,1967,1598288
Alabama,1968,1613522
Alabama,1969,1686942
Alabama,1970,1740279
Alabama,1971,1800717
Alabama,1972,1805801
Alabama,1973,1851584
Alabama,1974,1902812
Alabama,1975,1944155
Alabama,1976,2083851
Alabama,1977,2122679
Alabama,1978,2159612
Alabama,1979,2209982
Alabama,1980,2271493
Alabama,1981,2315799
Alabama,1982,2316209
Alabama,1983,2393878
Alabama,1984,2472717
Alabama,1985,2461559
Alabama,1986,2544715
Alabama,1987,2773636
Alabama,1988,2097596
Alabama,1989,2843587
Alabama,1990,2752590
Alabama,1991,2937981
Alabama,1992,2977311
Alabama,1993,3008575
Alabama,1994,2860724
Alabama,1995,3456100
Alabama,1996,3138237
Alabama,1997,3387123
Alabama,1998,3434117
Alabama,1999,3445893
Alabama,2000,3521444
Alabama,2001,3559897
Alabama,2002,3577986
Alabama,2003,3598034
Alabama,2004,3613138
Alabama,2005,3637414
Alabama,2006,3665180
Alabama,2007,3691762
Alabama,2008,3753550
Alabama,2009,3782284
Alabama,2010,3805751
Alabama,2011,3798552
Alabama,2012,3827522
Alabama,2013,3859403
Alabama,2014,3881542
Alabama,2015,3907038
Alabama,2016,3943082
Alabama,2017,3954378
Alabama,2018,3999057
Alabama,2019,4026151
Alabama,2020,4042900
Alabama,2021,4061837
Alabama,2022,4087885
Alabama,2023,4087885
Alaska,1959,108889
Alaska,1960,109060
Alaska,1961,104868
Alaska,1962,96825
Alaska,1963,103869
Alaska,1964,111616
Alaska,1965,119338
Alaska,1966,107446
Alaska,1967,114563
Alaska,1968,128429
Alaska,1969,135194
Alaska,1970,141317
Alaska,1971,146572
Alaska,1972,153631
Alaska,1973,161188
Alaska,1974,179155
Alaska,1975,208397
Alaska,1976,213619
Alaska,1977,225781
Alaska,1978,220696
Alaska,1979,218856
Alaska,1980,217040
Alaska,1981,228477
Alaska,1982,258061
Alaska,1983,288739
Alaska,1984,305000
Alaska,1985,300000
Alaska,1986,310000
Alaska,1987,300000
Alaska,1988,300000
Alaska,1989,300000
Alaska,1990,314300
Alaska,1991,318000
Alaska,1992,405100
Alaska,1993,437696
Alaska,1994,435677
Alaska,1995,434389
Alaska,1996,439855
Alaska,1997,446247
Alaska,1998,456891
Alaska,1999,459362
Alaska,2000,465256
Alaska,2001,472211
Alaska,2002,480295
Alaska,2003,481487
Alaska,2004,482532
Alaska,2005,486582
Alaska,2006,489024
Alaska,2007,495249
Alaska,2008,503162
Alaska,2009,507759
Alaska,2010,515239
Alaska,2011,521280
Alaska,2012,526371
Alaska,2013,528873
Alaska,2014,531744
Alaska,2015,533227
Alaska,2016,534585
Alaska,2017,534585
Alaska,2018,536033
Alaska,2019,529281
Alaska,2020,518872
Alaska,2021,519288
Alaska,2022,521220
Alaska,2023,525195
Arizona,1949,308319
Arizona,1950,335730
Arizona,1951,364315
Arizona,1952,416341
Arizona,1953,453758
Arizona,1954,419144
Arizona,1955,477722
Arizona,1956,541373
Arizona,1957,591851
Arizona,1958,644039
Arizona,1959,715869
Arizona,1960,777899
Arizona,1961,830741
Arizona,1962,872419
Arizona,1963,895299
Arizona,1964,906878
Arizona,1965,907739
Arizona,1966,941107
Arizona,1967,964336
Arizona,1968,1003749
Arizona,1969,1045034
Arizona,1970,1124207
Arizona,1971,1172814
Arizona,1972,1184421
Arizona,1973,1221771
Arizona,1974,1284155
Arizona,1975,1326436
Arizona,1976,1373033
Arizona,1977,1419363
Arizona,1978,1612555
Arizona,1979,1771363
Arizona,1980,1933321
Arizona,1981,2020142
Arizona,1982,2085980
Arizona,1983,2178815
Arizona,1984,2256884
Arizona,1985,2324591
Arizona,1986,2162505
Arizona,1987,2272863
Arizona,1988,2351903
Arizona,1989,2371588
Arizona,1990,2392618
Arizona,1991,2400002
Arizona,1992,2505887
Arizona,1993,2623680
Arizona,1994,2849304
Arizona,1995,2626222
Arizona,1996,2727312
Arizona,1997,3119537
Arizona,1998,3198276
Arizona,1999,3297281
Arizona,2000,3433995
Arizona,2001,3550367
Arizona,2002,3668326
Arizona,2003,3819425
Arizona,2004,3783927
Arizona,2005,3943180
Arizona,2006,4032643
Arizona,2007,4153739
Arizona,2008,4315579
Arizona,2009,4403390
Arizona,2010,4443647
Arizona,2011,4592398
Arizona,2012,4697579
Arizona,2013,4791450
Arizona,2014,4881801
Arizona,2015,4978762
Arizona,2016,5082305
Arizona,2017,5164966
Arizona,2018,5284970
Arizona,2019,5369210
Arizona,2020,5681495
Arizona,2021,5795216
Arizona,2022,5847661
Arizona,2023,5849992
Arkansas,1949,585314
Arkansas,1950,591578
Arkansas,1951,635931
Arkansas,1952,660471
Arkansas,1953,688843
Arkansas,1954,707180
Arkansas,1955,743721
Arkansas,1956,769220
Arkansas,1957,786259
Arkansas,1958,779360
Arkansas,1959,798678
Arkansas,1960,810825
Arkansas,1961,818530
Arkansas,1962,842703
Arkansas,1963,880526
Arkansas,1964,918355
Arkansas,1965,948532
Arkansas,1966,982862
Arkansas,1967,1012907
Arkansas,1968,1051218
Arkansas,1969,1034821
Arkansas,1970,1057874
Arkansas,1971,1081045
Arkansas,1972,1119004
Arkansas,1973,1203248
Arkansas,1974,1269165
Arkansas,1975,1312403
Arkansas,1976,1358286
Arkansas,1977,1402035
Arkansas,1978,1366869
Arkansas,1979,1412169
Arkansas,1980,1468700
Arkansas,1981,1532316
Arkansas,1982,1591119
Arkansas,1983,1649567
Arkansas,1984,1674379
Arkansas,1985,1723753
Arkansas,1986,1645779
Arkansas,1987,1657795
Arkansas,1988,1676863
Arkansas,1989,1710953
Arkansas,1990,1722021
Arkansas,1991,1720270
Arkansas,1992,1712225
Arkansas,1993,1750765
Arkansas,1994,1768394
Arkansas,1995,1769012
Arkansas,1996,1752229
Arkansas,1997,1878618
Arkansas,1998,1918451
Arkansas,1999,1925733
Arkansas,2000,1947867
Arkansas,2001,1961883
Arkansas,2002,1965008
Arkansas,2003,1998127
Arkansas,2004,1862430
Arkansas,2005,2024466
Arkansas,2006,2034975
Arkansas,2007,2046039
Arkansas,2008,2055189
Arkansas,2009,2065065
Arkansas,2010,2077806
Arkansas,2011,1956091
Arkansas,2012,2199164
Arkansas,2013,2097201
Arkansas,2014,2111873
Arkansas,2015,2119578
Arkansas,2016,2391103
Arkansas,2017,2417464
Arkansas,2018,2145334
Arkansas,2019,2153929
Arkansas,2020,2153929
Arkansas,2021,2306921
Arkansas,2022,2306921
Arkansas,2023,2306921
California,1949,5083333
California,1950,5182893
California,1951,5470713
California,1952,5803946
California,1953,6127287
California,1954,6351316
California,1955,6631453
California,1956,6964514
California,1957,7320862
California,1958,7622056
California,1959,8154462
California,1960,8694099
California,1961,9172640
California,1962,8541854
California,1963,9053189
California,1964,9516910
California,1965,9916119
California,1966,10356079
California,1967,10688074
California,1968,11324141
California,1969,11425000
California,1970,11646000
California,1971,12130000
California,1972,12650000
California,1973,12775000
California,1974,13176000
California,1975,13564000
California,1976,14047000
California,1977,14579000
California,1978,15020183
California,1979,15336179
California,1980,15668731
California,1981,16046252
California,1982,16299376
California,1983,16648518
California,1984,16946908
California,1985,17444640
California,1986,18017285
California,1987,18562926
California,1988,18925973
California,1989,19569735
California,1990,19845906
California,1991,19930785
California,1992,20110665
California,1993,20123481
California,1994,20156177
California,1995,20139586
California,1996,20249200
California,1997,20385245
California,1998,20498902
California,1999,20830674
California,2000,21243939
California,2001,21623793
California,2002,22394800
California,2003,22657288
California,2004,22761088
California,2005,22895965
California,2006,23021279
California,2007,23467452
California,2008,23697667
California,2009,23680643
California,2010,23753441
California,2011,23856600
California,2012,24200997
California,2013,24390236
California,2014,24813346
California,2015,25532920
California,2016,26199436
California,2017,26777132
California,2018,27039400
California,2019,27213650
California,2020,27005302
California,2021,27112595
California,2022,27632103
California,2023,27742348
Colorado,1949,670882
Colorado,1950,717213
Colorado,1951,754359
Colorado,1952,802919
Colorado,1953,845550
Colorado,1954,871387
Colorado,1955,896288
Colorado,1956,954684
Colorado,1957,1009028
Colorado,1958,1036012
Colorado,1959,1077172
Colorado,1960,1092354
Colorado,1961,1120544
Colorado,1962,1159561
Colorado,1963,1156167
Colorado,1964,1092661
Colorado,1965,1122925
Colorado,1966,1227440
Colorado,1967,1261386
Colorado,1968,1260787
Colorado,1969,1332537
Colorado,1970,1379460
Colorado,1971,1475154
Colorado,1972,1535918
Colorado,1973,1611341
Colorado,1974,1643451
Colorado,1975,1689795
Colorado,1976,1774280
Colorado,1977,1878330
Colorado,1978,1996420
Colorado,1979,2024327
Colorado,1980,2048409
Colorado,1981,2104355
Colorado,1982,2182380
Colorado,1983,2229042
Colorado,1984,2269225
Colorado,1985,2284364
Colorado,1986,2292473
Colorado,1987,2310349
Colorado,1988,2226285
Colorado,1989,2115926
Colorado,1990,2043003
Colorado,1991,2083864
Colorado,1992,2392276
Colorado,1993,2591011
Colorado,1994,2732682
Colorado,1995,2727570
Colorado,1996,2756807
Colorado,1997,2836339.48
Colorado,1998,2946476
Colorado,1999,2990673.14
Colorado,2000,3107258
Colorado,2001,3287922
Colorado,2002,3165815
Colorado,2003,2975337
Colorado,2004,3205054
Colorado,2005,3341275
Colorado,2006,3341275
Colorado,2007,3502709
Colorado,2008,3605682
Colorado,2009,3704561
Colorado,2010,3779273
Colorado,2011,3669816
Colorado,2012,3807673
Colorado,2013,3837488
Colorado,2014,3883362
Colorado,2015,3974521
Colorado,2016,4066580
Colorado,2017,4156138
Colorado,2018,4244713
Colorado,2019,4235384
Colorado,2020,4299447
Colorado,2021,4411587
Colorado,2022,4477447
Colorado,2023,4486899
Connecticut,1949,794554
Connecticut,1950,836983
Connecticut,1951,890252
Connecticut,1952,934181
Connecticut,1953,979849
Connecticut,1954,1023130
Connecticut,1955,1108718
Connecticut,1956,1164395
Connecticut,1957,1198326
Connecticut,1958,1252899
Connecticut,1959,1396146
Connecticut,1960,1449444
Connecticut,1961,1505663
Connecticut,1962,1552438
Connecticut,1963,1482600
Connecticut,1964,1666103
Connecticut,1965,1766070
Connecticut,1966,1842596
Connecticut,1967,1897875
Connecticut,1968,1982948
Connecticut,1969,1709530
Connecticut,1970,1724174
Connecticut,1971,1760286
Connecticut,1972,1797821
Connecticut,1973,1807796
Connecticut,1974,1784898
Connecticut,1975,1860781
Connecticut,1976,1889714
Connecticut,1977,1912713
Connecticut,1978,2060965
Connecticut,1979,2107092
Connecticut,1980,2174482
Connecticut,1981,2197505
Connecticut,1982,2235145
Connecticut,1983,2249525
Connecticut,1984,2336665
Connecticut,1985,2314612
Connecticut,1986,2334843
Connecticut,1987,2346668
Connecticut,1988,2369966
Connecticut,1989,2373817
Connecticut,1990,2214146
Connecticut,1991,2212725
Connecticut,1992,2357607
Connecticut,1993,2180314
Connecticut,1994,2318543
Connecticut,1995,2349051
Connecticut,1996,2343779
Connecticut,1997,2270228
Connecticut,1998,2349286
Connecticut,1999,2373723
Connecticut,2000,2652593
Connecticut,2001,2650374
Connecticut,2002,2672145
Connecticut,2003,2659918
Connecticut,2004,2694574
Connecticut,2005,2740270
Connecticut,2006,2805124
Connecticut,2007,2848602
Connecticut,2008,2883324
Connecticut,2009,2916143
Connecticut,2010,2934576
Connecticut,2011,2986267
Connecticut,2012,2485708
Connecticut,2013,2534090
Connecticut,2014,2542588
Connecticut,2015,2566673
Connecticut,2016,2611007
Connecticut,2017,2586994
Connecticut,2018,2605612
Connecticut,2019,2608061
Connecticut,2020,2508670
Connecticut,2021,2606396
Connecticut,2022,2628775
Connecticut,2023,2632273
Delaware,1949,139347
Delaware,1950,148234
Delaware,1951,153007
Delaware,1952,160636
Delaware,1953,173962
Delaware,1954,176322
Delaware,1955,191694
Delaware,1956,202846
Delaware,1957,211453
Delaware,1958,216795
Delaware,1959,224503
Delaware,1960,231288
Delaware,1961,246512
Delaware,1962,250966
Delaware,1963,265401
Delaware,1964,258668
Delaware,1965,276418
Delaware,1966,285993
Delaware,1967,295086
Delaware,1968,311693
Delaware,1969,308475
Delaware,1970,326941
Delaware,1971,339608
Delaware,1972,348779
Delaware,1973,370704
Delaware,1974,370269
Delaware,1975,373774
Delaware,1976,381408
Delaware,1977,383749
Delaware,1978,402907
Delaware,1979,408471
Delaware,1980,417462
Delaware,1981,429036
Delaware,1982,433284
Delaware,1983,432029
Delaware,1984,440310
Delaware,1985,447937
Delaware,1986,455400
Delaware,1987,462514
Delaware,1988,468844
Delaware,1989,480622
Delaware,1990,484801
Delaware,1991,495281
Delaware,1992,501397
Delaware,1993,506274
Delaware,1994,513406
Delaware,1995,524992
Delaware,1996,529291
Delaware,1997,535712
Delaware,1998,545872
Delaware,1999,551787
Delaware,2000,556688
Delaware,2001,564099
Delaware,2002,573021
Delaware,2003,585136
Delaware,2004,533943
Delaware,2005,610406
Delaware,2006,619877
Delaware,2007,624472
Delaware,2008,651877
Delaware,2009,699745
Delaware,2010,695036
Delaware,2011,716109
Delaware,2012,720290
Delaware,2013,723657
Delaware,2014,732349
Delaware,2015,742524
Delaware,2016,756328
Delaware,2017,770512
Delaware,2018,786504
Delaware,2019,812529
Delaware,2020,829226
Delaware,2021,848504
Delaware,2022,862122
Delaware,2023,886022
Dist. of Col.,1949,303370
Dist. of Col.,1950,314037
Dist. of Col.,1951,320618
Dist. of Col.,1952,324173
Dist. of Col.,1953,326360
Dist. of Col.,1954,330411
Dist. of Col.,1955,333749
Dist. of Col.,1956,336977
Dist. of Col.,1957,337026
Dist. of Col.,1958,337233
Dist. of Col.,1959,339988
Dist. of Col.,1960,342346
Dist. of Col.,1961,344767
Dist. of Col.,1962,347539
Dist. of Col.,1963,347193
Dist. of Col.,1964,349619
Dist. of Col.,1965,343782
Dist. of Col.,1966,343646
Dist. of Col.,1967,343549
Dist. of Col.,1968,343366
Dist. of Col.,1969,346454
Dist. of Col.,1970,339272
Dist. of Col.,1971,345151
Dist. of Col.,1972,344671
Dist. of Col.,1973,335388
Dist. of Col.,1974,331938
Dist. of Col.,1975,335515
Dist. of Col.,1976,335371
Dist. of Col.,1977,349685
Dist. of Col.,1978,349049
Dist. of Col.,1979,345211
Dist. of Col.,1980,344042
Dist. of Col.,1981,343000
Dist. of Col.,1982,385100
Dist. of Col.,1983,370196
Dist. of Col.,1984,374159
Dist. of Col.,1985,384736
Dist. of Col.,1986,388658
Dist. of Col.,1987,388835
Dist. of Col.,1988,391775
Dist. of Col.,1989,394344
Dist. of Col.,1990,412312
Dist. of Col.,1991,406270
Dist. of Col.,1992,351675
Dist. of Col.,1993,361068
Dist. of Col.,1994,361854
Dist. of Col.,1995,338549
Dist. of Col.,1996,333445
Dist. of Col.,1997,356181
Dist. of Col.,1998,349835
Dist. of Col.,1999,348873
Dist. of Col.,2000,348216
Dist. of Col.,2001,328094
Dist. of Col.,2002,309349
Dist. of Col.,2003,313027
Dist. of Col.,2004,349122
Dist. of Col.,2005,330363
Dist. of Col.,2006,357569
Dist. of Col.,2007,396193
Dist. of Col.,2008,373735
Dist. of Col.,2009,376086
Dist. of Col.,2010,384940
Dist. of Col.,2011,395442
Dist. of Col.,2012,400993
Dist. of Col.,2013,405555
Dist. of Col.,2014,419896
Dist. of Col.,2015,455602
Dist. of Col.,2016,489831
Dist. of Col.,2017,521056
Dist. of Col.,2018,527731
Dist. of Col.,2019,535579
Dist. of Col.,2020,520865
Dist. of Col.,2021,510985
Dist. of Col.,2022,510985
Dist. of Col.,2023,521227
Florida,1949,1213234
Florida,1950,1302728
Florida,1951,1419975
Florida,1952,1530968
Florida,1953,1618884
Florida,1954,1708891
Florida,1955,1882318
Florida,1956,2138007
Florida,1957,2384867
Florida,1958,2431957
Florida,1959,2552905
Florida,1960,2658883
Florida,1961,2755703
Florida,1962,2919457
Florida,1963,3073245
Florida,1964,2976004
Florida,1965,3091863
Florida,1966,3237123
Florida,1967,3335861
Florida,1968,3424776
Florida,1969,3613764
Florida,1970,3994024
Florida,1971,4083846
Florida,1972,4360625
Florida,1973,4758804
Florida,1974,4945289
Florida,1975,5673691
Florida,1976,6256318
Florida,1977,6572489
Florida,1978,6868333
Florida,1979,7289502
Florida,1980,7267962
Florida,1981,7641035
Florida,1982,7978824
Florida,1983,8347269
Florida,1984,8185949
Florida,1985,8016239
Florida,1986,8334798
Florida,1987,8593062
Florida,1988,8789843
Florida,1989,9006249
Florida,1990,9231405
Florida,1991,9692974
Florida,1992,10537677
Florida,1993,10762041
Florida,1994,11005438
Florida,1995,11024064
Florida,1996,11399593
Florida,1997,11749244
Florida,1998,12026947
Florida,1999,12400841
Florida,2000,12853428
Florida,2001,12743403
Florida,2002,12744055
Florida,2003,12905812
Florida,2004,13146357
Florida,2005,13373700
Florida,2006,13988630
Florida,2007,14138846
Florida,2008,14033844
Florida,2009,14005066
Florida,2010,13949726
Florida,2011,13882423
Florida,2012,13896581
Florida,2013,13670441
Florida,2014,13898347
Florida,2015,14262715
Florida,2016,14675160
Florida,2017,15076358
Florida,2018,15368695
Florida,2019,15560628
Florida,2020,15715373
Florida,2021,16144302
Florida,2022,16495556
Florida,2023,17018351
Georgia,1949,1125332
Georgia,1950,1187294
Georgia,1951,1304311
Georgia,1952,1353844
Georgia,1953,1390056
Georgia,1954,1445922
Georgia,1955,1596537
Georgia,1956,1623123
Georgia,1957,1681900
Georgia,1958,1716588
Georgia,1959,1729002
Georgia,1960,1791253
Georgia,1961,1846208
Georgia,1962,1975460
Georgia,1963,2102442
Georgia,1964,2032902
Georgia,1965,2182527
Georgia,1966,2208192
Georgia,1967,2152911
Georgia,1968,2279084
Georgia,1969,2470003
Georgia,1970,2709823
Georgia,1971,2731046
Georgia,1972,3205859
Georgia,1973,3338920
Georgia,1974,3452478
Georgia,1975,3038079
Georgia,1976,2897688
Georgia,1977,3163940
Georgia,1978,3213660
Georgia,1979,3276692
Georgia,1980,3423669
Georgia,1981,3517737
Georgia,1982,3605067
Georgia,1983,3725127
Georgia,1984,3901386
Georgia,1985,3910454
Georgia,1986,4081482
Georgia,1987,4215283
Georgia,1988,4335537
Georgia,1989,4317566
Georgia,1990,4478260
Georgia,1991,4610271
Georgia,1992,4599515
Georgia,1993,4613295
Georgia,1994,4816618
Georgia,1995,4840495
Georgia,1996,4966348
Georgia,1997,5063191.786
Georgia,1998,5315739
Georgia,1999,5471100
Georgia,2000,5550176.175582771
Georgia,2001,5833802
Georgia,2002,6012847
Georgia,2003,5757953
Georgia,2004,5793143
Georgia,2005,5939513
Georgia,2006,5906834
Georgia,2007,6134298
Georgia,2008,6257484
Georgia,2009,6315035
Georgia,2010,6507888
Georgia,2011,6505690
Georgia,2012,6581534
Georgia,2013,6607016
Georgia,2014,6650434
Georgia,2015,6906191
Georgia,2016,6975900
Georgia,2017,7060344
Georgia,2018,7168733
Georgia,2019,7261266
Georgia,2020,7521750
Georgia,2021,7663847
Georgia,2022,7360699
Georgia,2023,7691537
Hawaii,1960,275750
Hawaii,1961,291179
Hawaii,1962,303422
Hawaii,1963,319010
Hawaii,1964,336659
Hawaii,1965,362300
Hawaii,1966,379600
Hawaii,1967,392800
Hawaii,1968,374616
Hawaii,1969,462502
Hawaii,1970,501179
Hawaii,1971,523935
Hawaii,1972,491805
Hawaii,1973,475176
Hawaii,1974,492310
Hawaii,1975,517667
Hawaii,1976,532356
Hawaii,1977,534028
Hawaii,1978,533891
Hawaii,1979,536316
Hawaii,1980,541543
Hawaii,1981,534851
Hawaii,1982,561346
Hawaii,1983,575013
Hawaii,1984,583452
Hawaii,1985,593952
Hawaii,1986,612101
Hawaii,1987,628027
Hawaii,1988,634880
Hawaii,1989,657156
Hawaii,1990,677626
Hawaii,1991,699664
Hawaii,1992,716545
Hawaii,1993,734381
Hawaii,1994,745392
Hawaii,1995,732508
Hawaii,1996,733486
Hawaii,1997,738865
Hawaii,1998,746329
Hawaii,1999,752693
Hawaii,2000,769383
Hawaii,2001,787820
Hawaii,2002,814668
Hawaii,2003,834188
Hawaii,2004,843876
Hawaii,2005,856163
Hawaii,2006,867375
Hawaii,2007,862903
Hawaii,2008,884767
Hawaii,2009,889918
Hawaii,2010,909407
Hawaii,2011,911660
Hawaii,2012,915033
Hawaii,2013,915033
Hawaii,2014,902639
Hawaii,2015,909797
Hawaii,2016,931703
Hawaii,2017,951008
Hawaii,2018,948417
Hawaii,2019,943173
Hawaii,2020,921547
Hawaii,2021,917464
Hawaii,2022,937076
Hawaii,2023,943671
Idaho,1949,319956
Idaho,1950,350399
Idaho,1951,376987
Idaho,1952,346035
Idaho,1953,330488
Idaho,1954,349997
Idaho,1955,357325
Idaho,1956,369142
Idaho,1957,378378
Idaho,1958,391023
Idaho,1959,403473
Idaho,1960,420045
Idaho,1961,400505
Idaho,1962,394169
Idaho,1963,402143
Idaho,1964,413089
Idaho,1965,427291
Idaho,1966,419562
Idaho,1967,429233
Idaho,1968,473323
Idaho,1969,473704
Idaho,1970,484465
Idaho,1971,501100
Idaho,1972,508203
Idaho,1973,539340
Idaho,1974,553351
Idaho,1975,522944
Idaho,1976,600029
Idaho,1977,595292
Idaho,1978,587583
Idaho,1979,621864
Idaho,1980,631008
Idaho,1981,642702
Idaho,1982,663411
Idaho,1983,648108
Idaho,1984,669092
Idaho,1985,692404
Idaho,1986,684098
Idaho,1987,690893
Idaho,1988,707561
Idaho,1989,706472
Idaho,1990,704184
Idaho,1991,711662
Idaho,1992,720974
Idaho,1993,770403
Idaho,1994,800513
Idaho,1995,805911
Idaho,1996,819713
Idaho,1997,843891
Idaho,1998,862674
Idaho,1999,872825
Idaho,2000,883546
Idaho,2001,896666
Idaho,2002,907029
Idaho,2003,921283
Idaho,2004,942983
Idaho,2005,978450
Idaho,2006,1008016
Idaho,2007,1027502
Idaho,2008,1038314
Idaho,2009,1055269
Idaho,2010,1069542
Idaho,2011,1083992
Idaho,2012,1092977
Idaho,2013,1111485
Idaho,2014,1128497
Idaho,2015,1135009
Idaho,2016,1160922
Idaho,2017,1190367
Idaho,2018,1252535
Idaho,2019,1252535
Idaho,2020,1285331
Idaho,2021,1343453
Idaho,2022,1392644
Idaho,2023,1398007
Illinois,1949,3886940
Illinois,1950,3994644
Illinois,1951,3791880
Illinois,1952,3969700
Illinois,1953,4219242
Illinois,1954,4170500
Illinois,1955,4254313
Illinois,1956,4489089
Illinois,1957,4586045
Illinois,1958,4533629
Illinois,1959,4538406
Illinois,1960,4564904
Illinois,1961,4585638
Illinois,1962,4647242
Illinois,1963,5228632
Illinois,1964,5441669
Illinois,1965,5596806
Illinois,1966,5820736
Illinois,1967,5801527
Illinois,1968,5971676
Illinois,1969,5689165
Illinois,1970,5752361
Illinois,1971,5903167
Illinois,1972,6003602
Illinois,1973,6124554
Illinois,1974,6299774
Illinois,1975,6389533
Illinois,1976,6548674
Illinois,1977,6741192
Illinois,1978,6853843
Illinois,1979,6929810
Illinois,1980,7002549
Illinois,1981,6863009
Illinois,1982,6964608
Illinois,1983,6984733
Illinois,1984,6685374
Illinois,1985,6949622
Illinois,1986,7093371
Illinois,1987,7186070
Illinois,1988,7262508
Illinois,1989,7205156
Illinois,1990,7294732
